sceneNumber, candidateName, rule, contextSnippet
100,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / Stacy, did Fredrica ever mention a"
105,A MEMBER OF THE HRT,SPEAKER_ABOVE_DIALOGUE,"A MEMBER OF THE HRT / crouched by his garage, armed to the teeth. As the little"
109,CRAWFORD AND BURROUGHS,SPEAKER_ABOVE_DIALOGUE,"CRAWFORD AND BURROUGHS / have slipped out of the van, and are crouched behind it now,"
110,DUSTY BLACK METAL BOX,SPEAKER_ABOVE_DIALOGUE,"DUSTY BLACK METAL BOX / the extension buzzer, mounted high on the wall, which is"
110,HIS POV,SPEAKER_ABOVE_DIALOGUE,"HIS POV - THE PIT BOTTOM / where Catherine, hearing but still not seeing him, quickly"
111,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / Good afternoon... I wonder if you"
112,MOVING ANGLE,SPEAKER_ABOVE_DIALOGUE,"MOVING ANGLE / Crawford and Burroughs race towards the door, guns up..."
113,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / Excuse me, but I really do need to"
115,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / I'm investigating the death of"
117,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / Thanks."
117,ANGLE FAVORING THE COLT PYTHON,SPEAKER_ABOVE_DIALOGUE,"ANGLE FAVORING THE COLT PYTHON / which rests on a counter, just inside the open kitchen"
118,WE PICK OUT CRAWFORD,SPEAKER_ABOVE_DIALOGUE,"WE PICK OUT CRAWFORD / walking across the grass towards the van, when all at once"
118,CAMERA RUSHES VERY CLOSE,SPEAKER_ABOVE_DIALOGUE,"CAMERA RUSHES VERY CLOSE / on his stricken face..."
118,CRAWFORD,SPEAKER_ABOVE_DIALOGUE,"CRAWFORD / Clarice."
119,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / I think we may be, yes."
119,HER EYES,SPEAKER_ABOVE_DIALOGUE,"HER EYES / are unmoving, locked on his."
119,HIS EYES,SPEAKER_ABOVE_DIALOGUE,"HIS EYES / stare back at her, widen. And they know each other."
120,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / rushes to this - pauses - then elbows the door aside, aiming"
120,AN EMPTY STAIRWELL,SPEAKER_ABOVE_DIALOGUE,"AN EMPTY STAIRWELL / brightly lit, leading to the cellar. Two doors facing the"
121,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / follows her gun around the corner, looking right."
121,EMPTY PASSAGEWAY,SPEAKER_ABOVE_DIALOGUE,"EMPTY PASSAGEWAY / but doors opening off it - he could be lurking behind any of"
122,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / kneels, staring up from one door to another, she can't cover"
122,CATHERINE,SPEAKER_ABOVE_DIALOGUE,"CATHERINE / Safe, SHIT, he's got a gun! Getmeout."
124,HER POV,SPEAKER_ABOVE_DIALOGUE,"HER POV - MOVING NERVOUSLY / Mr. Gumb's sewing machine... his swivel chair... the old"
124,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / spins, almost shoots, before seeing -"
124,A SMALL REFRIGERATOR,SPEAKER_ABOVE_DIALOGUE,"A SMALL REFRIGERATOR / with its thermostat just switching ON."
125,A CLOSED DOOR,SPEAKER_ABOVE_DIALOGUE,"A CLOSED DOOR / Clarice starts to open it, then hesitates. Looking around,"
127,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / centers her gun on the curtain, at chest height, and yanks"
127,FEMALE HAND AND WRIST,SPEAKER_ABOVE_DIALOGUE,"FEMALE HAND AND WRIST / sticking up from the tub, which is filled with hard red-purple"
128,CLOSE ON,SPEAKER_ABOVE_DIALOGUE,"CLOSE ON / the Colt Python as - in SLOW MOTION - his thumbs cock the"
128,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / spins, still in SLOW MOTION, flame already leaping from her"
128,THE TWO FIGURES,SPEAKER_ABOVE_DIALOGUE,"THE TWO FIGURES / almost at point-black range, guns ROARING hugely, one FLASH"
128,MOVING ANGLE,SPEAKER_ABOVE_DIALOGUE,"MOVING ANGLE - WITH CLARICE / as she crawls forward, on her elbows, following her gun,"
128,OVERHEAD ANGLE,SPEAKER_ABOVE_DIALOGUE,"OVERHEAD ANGLE / down at the two faces - intimately close together, like lovers"
129,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / dazed, her face bandaged - comes out of the house, walking"
129,AN OHIO HIGHWAY PATROL CAR,SPEAKER_ABOVE_DIALOGUE,"AN OHIO HIGHWAY PATROL CAR / pulls up, stops, and Crawford climbs out of the back seat."
129,THEY LOOK AT ONE ANOTHER,SPEAKER_ABOVE_DIALOGUE,"THEY LOOK AT ONE ANOTHER / for a long moment, Crawford choked with pride for her, with"
129,CRAWFORD,SPEAKER_ABOVE_DIALOGUE,"CRAWFORD / Starling... your father sees you."
130,CLARICE AND ARDELIA,SPEAKER_ABOVE_DIALOGUE,"CLARICE AND ARDELIA / look at one another solemnly. Ardelia holds up both fists,"
130,CRAWFORD,SPEAKER_ABOVE_DIALOGUE,"CRAWFORD / who smiles back at her with quiet pride, and offers a little"
130,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / grins - more happy than we've ever seen her - then turns to"
130,MOVING ANGLE,SPEAKER_ABOVE_DIALOGUE,"MOVING ANGLE / over the admiring sea of spectators, several hundred of them,"
131,ARDELIA,SPEAKER_ABOVE_DIALOGUE,"ARDELIA / Agent Starling! Telephone!"
131,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / (surprised)"
131,RODEN,SPEAKER_ABOVE_DIALOGUE,"RODEN / Hel-lo, gorgeous! Let's get down."
131,PILCHER,SPEAKER_ABOVE_DIALOGUE,"PILCHER / Just ignore him. He's not a Ph.D."
132,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / Starling."
132,ARDELIA,SPEAKER_ABOVE_DIALOGUE,"ARDELIA / who is just inside the rec room door, at the end of the hall,"
133,MOVING DOWN,SPEAKER_ABOVE_DIALOGUE,"MOVING DOWN / we see a rolling lawn, a curving bay. Boats ride at anchor,"
133,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / Dr. Lecter -"
134,CLARICE,SPEAKER_ABOVE_DIALOGUE,"CLARICE / Dr. Lecter... Dr. Lecter...!"
